Country;Year;Food Category;Total Waste (Tons);Economic Loss (Million $);Avg Waste per Capita (Kg);Population (Million);Household Waste (%);Economic Loss per Ton ($);Year Category
Russia;2024;Meat & Seafood;1489213;1396405;6085;83515;6338; 937.679.834.919.518,00 ;2022-2024
Australia;2021;Bakery Items;660838;62134;3813;31127;5358; 940.230.434.690.499,00 ;2018-2021
Italy;2018;Bakery Items;282646;2658674;13187;73456;3827; 940.637.405.093.297,00 ;2018-2021
Australia;2021;Frozen Food;712797;670508;2071;69757;4844; 940.671.748.057.301,00 ;2018-2021
South Africa;2020;Beverages;4605218;4333713;15918;117464;6432; 941.044.050.466.232,00 ;2018-2021
China;2020;Prepared Food;1355649;1277994;306;125439;3027; 942.717.473.328.273,00 ;2018-2021
Turkey;2022;Prepared Food;1148488;1082765;19626;3926;6303; 942.774.325.896.309,00 ;2022-2024
USA;2018;Meat & Seafood;673926;636237;3808;36285;4655; 944.075.462.291.112,00 ;2018-2021
Italy;2020;Meat & Seafood;4211044;3977284;1624;67412;5056; 944.488.825.098.954,00 ;2018-2021
Spain;2019;Fruits & Vegetables;4584558;4330589;5395;128009;5984; 944.603.383.794.032,00 ;2018-2021
Argentina;2021;Prepared Food;1718008;1623016;16741;55515;5384; 944.708.057.238.383,00 ;2018-2021
UK;2018;Grains & Cereals;3942965;3725649;2606;5843;6062; 944.885.130.859.645,00 ;2018-2021
Spain;2019;Fruits & Vegetables;1613376;1526281;1292;5152;499; 946.016.923.519.378,00 ;2018-2021
UK;2023;Frozen Food;1798988;1702351;1802;1555;4783; 946.282.576.648.649,00 ;2022-2024
Japan;2020;Frozen Food;305517;289318;17178;9183;4167; 946.978.400.547.269,00 ;2018-2021
Turkey;2021;Fruits & Vegetables;2152971;2041014;5739;79189;3796; 947.998.835.098.104,00 ;2018-2021
France;2019;Grains & Cereals;3786932;3591222;11044;34533;3004; 948.319.642.391.255,00 ;2018-2021
South Africa;2020;Bakery Items;2336075;2219526;18018;36285;4046; 950.109.050.437.165,00 ;2018-2021
Germany;2020;Fruits & Vegetables;1588842;1513589;16268;78651;6398; 952.636.574.310.095,00 ;2018-2021
Indonesia;2020;Bakery Items;4826628;4601447;8299;18574;6577; 953.346.104.153.873,00 ;2018-2021
South Korea;2024;Dairy Products;505824;482418;14475;138205;634; 953.726.988.043.272,00 ;2022-2024
Russia;2022;Fruits & Vegetables;148599;1417289;806;124435;6489; 953.767.521.988.708,00 ;2022-2024
UK;2019;Prepared Food;2492649;237774;7555;2306;446; 953.900.850.059.515,00 ;2018-2021
Brazil;2021;Prepared Food;4480348;4280414;5362;80162;3629; 955.375.341.379.732,00 ;2018-2021
Brazil;2019;Bakery Items;1093138;1044462;13692;107815;4139; 955.471.312.862.603,00 ;2018-2021
Mexico;2024;Dairy Products;463351;4429366;6829;87873;6664; 955.941.823.800.963,00 ;2022-2024
China;2019;Fruits & Vegetables;127912;1223328;908;122929;599; 956.382.512.977.672,00 ;2018-2021
Spain;2021;Fruits & Vegetables;4797621;4589433;10426;107368;4147; 956.605.992.845.204,00 ;2018-2021
Canada;2023;Bakery Items;3460063;3310438;18505;47841;6126; 956.756.567.727.235,00 ;2022-2024
Germany;2023;Dairy Products;3976039;3805274;7024;8415;4185; 957.051.477.613.776,00 ;2022-2024
Russia;2021;Bakery Items;2078419;1990118;835;121105;669; 957.515.303.699.591,00 ;2018-2021
UK;2023;Frozen Food;216559;207438;11162;110104;6261; 957.882.147.590.264,00 ;2022-2024
Turkey;2022;Beverages;1336472;1282098;9165;71934;4588; 959.315.271.850.065,00 ;2022-2024
Saudi Arabia;2020;Beverages;1428462;1370576;8043;49389;477; 959.476.695.914.907,00 ;2018-2021
USA;2023;Beverages;1141381;1095246;2942;128289;425; 959.579.667.087.502,00 ;2022-2024
Canada;2023;Fruits & Vegetables;1398915;1344484;16274;84078;6099; 961.090.559.469.303,00 ;2022-2024
Argentina;2018;Meat & Seafood;1681489;1616455;6929;5351;6415; 961.323.565.006.967,00 ;2018-2021
South Africa;2023;Dairy Products;899988;865515;19623;126993;4642; 961.696.155.948.746,00 ;2022-2024
Russia;2022;Beverages;4147448;3992134;4886;85242;3483; 962.551.911.440.481,00 ;2022-2024
Spain;2018;Prepared Food;4330458;4172559;850;110878;488; 963.537.575.009.387,00 ;2018-2021
Argentina;2023;Beverages;4179793;4031272;7446;44826;5745; 964.466.900.633.596,00 ;2022-2024
India;2020;Prepared Food;3437602;3321693;3123;34162;3743; 966.282.018.686.282,00 ;2018-2021
Japan;2024;Meat & Seafood;3710054;3585313;14438;32121;401; 966.377.578.331.744,00 ;2022-2024
India;2023;Bakery Items;3769837;3643628;2826;9079;3442; 966.521.364.186.303,00 ;2022-2024
Turkey;2020;Frozen Food;3614705;3498468;10509;13360;3914; 967.843.295.649.299,00 ;2018-2021
Canada;2020;Prepared Food;979608;948567;14885;60999;561; 968.312.835.338.217,00 ;2018-2021
Turkey;2024;Grains & Cereals;1959347;1897655;8908;33455;3933; 968.513.999.817.286,00 ;2022-2024
Turkey;2020;Fruits & Vegetables;2315851;2242961;9193;127888;4291; 968.525.608.944.617,00 ;2018-2021
Mexico;2022;Frozen Food;4075712;3950114;12304;66861;6218; 969.183.789.237.316,00 ;2022-2024
Germany;2023;Prepared Food;1578153;1531649;8781;13547;4174; 970.532.641.638.675,00 ;2022-2024
China;2018;Bakery Items;4203958;4081921;16537;128593;646; 970.970.927.873.209,00 ;2018-2021
Saudi Arabia;2021;Prepared Food;2369925;2305602;8021;22133;3639; 972.858.634.766.923,00 ;2018-2021
France;2018;Beverages;2055566;2000241;8677;44658;3801; 973.085.271.891.051,00 ;2018-2021
Canada;2018;Fruits & Vegetables;602368;58621;14763;123729;514; 973.175.865.915.852,00 ;2018-2021
South Africa;2018;Frozen Food;1151901;1122503;17583;78323;5288; 974.478.709.541.879,00 ;2018-2021
Argentina;2020;Beverages;1319266;1287035;13868;134793;3352; 975.568.990.635.702,00 ;2018-2021
UK;2024;Beverages;2841076;2773423;13937;58196;5977; 976.187.543.029.472,00 ;2022-2024
Spain;2023;Prepared Food;2358798;2302708;5312;56252;4551; 976.220.939.648.075,00 ;2022-2024
Brazil;2022;Prepared Food;3254166;3176986;18161;95899;6605; 976.282.709.609.774,00 ;2022-2024
Russia;2018;Bakery Items;3540445;3457333;5283;111494;6724; 976.524.984.853.599,00 ;2018-2021
India;2019;Bakery Items;2372891;2319139;3035;11450;5957; 977.347.463.494.952,00 ;2018-2021
Spain;2022;Dairy Products;2595921;2538649;9256;30405;4721; 977.937.695.330.482,00 ;2022-2024
Italy;2022;Prepared Food;4623724;4541913;11746;30371;3644; 982.306.253.573.959,00 ;2022-2024
Saudi Arabia;2023;Frozen Food;14103;138631;12918;119988;6473; 982.989.434.872.013,00 ;2022-2024
Spain;2018;Bakery Items;112104;1103159;7471;89543;5778; 984.049.632.484.122,00 ;2018-2021
Germany;2020;Grains & Cereals;3218202;3166951;5956;13496;3555; 984.074.647.893.451,00 ;2018-2021
Saudi Arabia;2019;Beverages;431253;424689;13749;30473;3172; 984.779.236.318.356,00 ;2018-2021
UK;2024;Prepared Food;2017739;1988184;6467;19153;6255; 985.352.416.739.727,00 ;2022-2024
France;2023;Frozen Food;203819;2008537;513;65489;4668; 985.451.307.287.348,00 ;2022-2024
India;2019;Meat & Seafood;3183193;3137426;16748;36962;5011; 985.622.298.113.875,00 ;2018-2021
Germany;2022;Grains & Cereals;545706;538962;1477;66761;4152; 987.641.697.177.601,00 ;2022-2024
India;2022;Bakery Items;4099098;4049751;2431;46306;528; 987.961.497.870.995,00 ;2022-2024
Germany;2021;Prepared Food;1363974;1347661;13682;89992;3312; 988.040.094.605.909,00 ;2018-2021
Russia;2023;Frozen Food;3270324;3232061;7356;139218;316; 988.299.936.030.803,00 ;2022-2024
Brazil;2022;Frozen Food;498756;493379;14457;45948;5733; 989.219.177.313.155,00 ;2022-2024
Spain;2024;Dairy Products;1459273;1444307;7633;75273;5575; 989.744.208.246.161,00 ;2022-2024
Japan;2024;Beverages;4085418;4044458;6881;4702;4997; 989.974.098.121.661,00 ;2022-2024
South Africa;2020;Meat & Seafood;545364;540148;5939;117264;6393; 990.435.745.667.114,00 ;2018-2021
South Africa;2019;Dairy Products;4318289;4279938;9496;128964;6661; 991.118.936.226.825,00 ;2018-2021
South Africa;2022;Prepared Food;1271937;1261199;12964;52476;5147; 991.557.757.970.717,00 ;2022-2024
Mexico;2022;Bakery Items;3908433;3876574;13749;4434;5283; 991.848.651.364.882,00 ;2022-2024
India;2019;Bakery Items;3434401;3407117;9193;9441;5228; 992.055.674.337.388,00 ;2018-2021
China;2020;Prepared Food;247025;2450747;2951;50975;3544; 992.104.847.687.481,00 ;2018-2021
South Africa;2020;Frozen Food;4186935;4156196;11762;139071;4385; 992.658.352.709.082,00 ;2018-2021
Brazil;2019;Prepared Food;3581364;3555501;11234;97372;5468; 992.778.449.775.002,00 ;2018-2021
Brazil;2023;Grains & Cereals;4779181;474891;6264;72189;3417; 993.666.069.562.965,00 ;2022-2024
Mexico;2023;Meat & Seafood;1387866;1379511;16573;35582;6351; 993.979.966.365.629,00 ;2022-2024
UK;2023;Prepared Food;1353884;1348894;11835;135724;5954; 996.314.307.577.311,00 ;2022-2024
UK;2024;Frozen Food;4360459;4347462;17377;132897;4961; 997.019.350.485.809,00 ;2022-2024
South Africa;2018;Meat & Seafood;324066;3232811;9175;17799;3766; 997.577.962.513.809,00 ;2018-2021
Australia;2019;Beverages;116027;115834;16282;86209;3166; 998.336.594.068.622,00 ;2018-2021
Japan;2022;Meat & Seafood;4837288;483050;17717;128927;3556; 998.596.734.368.514,00 ;2022-2024
Italy;2021;Dairy Products;3118253;3116102;18317;13334;360; 999.310.190.674.073,00 ;2018-2021
India;2021;Grains & Cereals;1240878;1242219;12437;75994;4925; 1.001.080.686.417.200,00 ;2018-2021
Mexico;2023;Prepared Food;3507645;351154;5636;37748;3152; 1.001.110.431.642.880,00 ;2022-2024
China;2018;Dairy Products;2188653;2192906;5464;98193;6996; 1.001.943.204.336.180,00 ;2018-2021
Canada;2020;Fruits & Vegetables;2777514;278731;16713;128573;4756; 1.003.526.894.913.940,00 ;2018-2021
India;2018;Bakery Items;273179;2741693;9726;16805;695; 1.003.625.095.633.270,00 ;2018-2021
Turkey;2023;Frozen Food;4357662;4377585;13191;5838;4593; 1.004.571.947.067.030,00 ;2022-2024
India;2024;Beverages;1967815;1977216;17321;113781;5562; 1.004.777.379.987.450,00 ;2022-2024
Russia;2018;Beverages;4646021;4668714;2332;59636;3119; 1.004.884.394.624.990,00 ;2018-2021
Spain;2024;Frozen Food;1784911;1802979;6927;54532;5911; 1.010.122.633.565.480,00 ;2022-2024
Russia;2021;Prepared Food;2531654;2558617;3516;2194;4405; 1.010.650.349.534.340,00 ;2018-2021
France;2020;Bakery Items;1685316;1704069;3264;28486;6865; 1.011.127.290.074.980,00 ;2018-2021
Indonesia;2021;Prepared Food;4849944;4905591;4174;56956;5143; 1.011.473.740.727.730,00 ;2018-2021
Canada;2018;Meat & Seafood;1565936;1584103;1200;57092;6711; 1.011.601.368.127.430,00 ;2018-2021
Saudi Arabia;2023;Dairy Products;1289418;1305148;16037;41874;4687; 1.012.199.302.320.890,00 ;2022-2024
USA;2020;Prepared Food;1022214;1034968;17942;40989;4164; 1.012.476.839.487.620,00 ;2018-2021
Saudi Arabia;2018;Dairy Products;2958857;3007564;14951;118292;5698; 1.016.461.424.124.250,00 ;2018-2021
Spain;2021;Meat & Seafood;4537416;461439;18249;11999;6461; 1.016.964.280.991.650,00 ;2018-2021
USA;2018;Fruits & Vegetables;2724329;2771898;1600;59558;4181; 1.017.460.813.286.500,00 ;2018-2021
Spain;2024;Grains & Cereals;3959067;4028966;9165;21141;5145; 1.017.655.422.350.770,00 ;2022-2024
UK;2020;Beverages;328725;3354222;680;57739;4175; 1.020.373.260.323.980,00 ;2018-2021
China;2023;Meat & Seafood;3249732;3316668;15552;9924;4486; 1.020.597.390.800.230,00 ;2022-2024
Brazil;2022;Prepared Food;3613258;3687862;11697;99912;3792; 1.020.647.293.938.050,00 ;2022-2024
Australia;2024;Fruits & Vegetables;2225113;2271485;6489;128983;3134; 1.020.840.289.908.870,00 ;2022-2024
Germany;2020;Meat & Seafood;2030283;2072629;15993;83995;4956; 1.020.857.190.844.820,00 ;2018-2021
Mexico;2021;Beverages;150409;153877;14139;28604;362; 1.023.057.130.889.770,00 ;2018-2021
Indonesia;2019;Grains & Cereals;789484;807917;2345;43007;6257; 1.023.348.161.584.020,00 ;2018-2021
Japan;2024;Frozen Food;2882156;2958417;15278;108056;5978; 1.026.459.705.859.090,00 ;2022-2024
Canada;2021;Frozen Food;288022;2958464;19042;68781;3373; 1.027.165.980.376.500,00 ;2018-2021
UK;2022;Dairy Products;3115133;3201828;6068;90781;5074; 1.027.830.272.415.330,00 ;2022-2024
Turkey;2024;Bakery Items;42376;435967;495;40805;5468; 1.028.806.399.848.970,00 ;2022-2024
Italy;2024;Beverages;4207187;4329613;7735;60947;4524; 1.029.099.253.254.010,00 ;2022-2024
Indonesia;2024;Meat & Seafood;4162499;4288364;8801;67431;4505; 1.030.237.845.102.180,00 ;2022-2024
Saudi Arabia;2023;Bakery Items;4809285;4957936;17778;90287;5175; 1.030.909.168.410.690,00 ;2022-2024
USA;2024;Grains & Cereals;246934;254715;6518;12047;3435; 1.031.510.444.086.270,00 ;2022-2024
Germany;2022;Fruits & Vegetables;402706;416164;391;110369;5365; 1.033.418.920.999.440,00 ;2022-2024
India;2021;Beverages;2656419;2746276;14315;96829;4761; 1.033.826.365.494.300,00 ;2018-2021
USA;2020;Bakery Items;2931373;3030969;14383;129182;6222; 1.033.975.887.749.530,00 ;2018-2021
Spain;2021;Meat & Seafood;2716259;2808644;3867;3486;3748; 1.034.011.852.330.720,00 ;2018-2021
China;2018;Fruits & Vegetables;859137;889891;11526;136276;6106; 1.035.796.386.373.770,00 ;2018-2021
South Africa;2021;Fruits & Vegetables;2108125;2185124;5268;49272;3283; 1.036.524.873.999.410,00 ;2018-2021
Canada;2022;Dairy Products;1713936;1779858;7947;29625;306; 1.038.462.346.318.650,00 ;2022-2024
Saudi Arabia;2018;Dairy Products;2792307;2900989;1119;118565;3715; 1.038.921.938.024.720,00 ;2018-2021
Canada;2023;Dairy Products;300619;312894;19261;98904;4917; 1.040.832.415.782.100,00 ;2022-2024
Brazil;2021;Grains & Cereals;4164033;4334061;19143;34495;6566; 1.040.832.529.425.200,00 ;2018-2021
Australia;2021;Grains & Cereals;3584116;3733499;3686;8882;5674; 1.041.679.175.562.400,00 ;2018-2021
Australia;2022;Dairy Products;4837339;5044934;5889;132837;3397; 1.042.915.123.376.720,00 ;2022-2024
Spain;2020;Beverages;4280089;4465616;14331;96642;4315; 1.043.346.528.541.810,00 ;2018-2021
Japan;2019;Grains & Cereals;3267147;3408846;5048;71563;418; 1.043.370.867.610.180,00 ;2018-2021
France;2023;Bakery Items;4449757;4647628;17275;24747;570; 1.044.467.821.501.260,00 ;2022-2024
Turkey;2024;Bakery Items;3348625;3501771;9742;2003;5479; 1.045.733.995.296.580,00 ;2022-2024
USA;2018;Meat & Seafood;3681009;3856499;5473;126133;5071; 1.047.674.428.397.210,00 ;2018-2021
Indonesia;2021;Dairy Products;4662567;4888059;12133;91466;6454; 1.048.362.200.478.830,00 ;2018-2021
China;2024;Meat & Seafood;2854194;2993714;3807;31181;6216; 1.048.882.451.578.270,00 ;2022-2024
India;2024;Frozen Food;4041419;4239485;18816;3271;4182; 1.049.009.023.810.700,00 ;2022-2024
Canada;2022;Fruits & Vegetables;3818907;400723;4981;55844;5058; 1.049.313.324.466.920,00 ;2022-2024
Argentina;2020;Grains & Cereals;3282788;3446361;14044;43766;6853; 1.049.827.463.729.000,00 ;2018-2021
Canada;2024;Prepared Food;935597;982233;8616;136133;4261; 1.049.846.247.903.740,00 ;2022-2024
Russia;2022;Fruits & Vegetables;1915712;2011212;5594;76312;6351; 1.049.850.917.048.070,00 ;2022-2024
Italy;2020;Meat & Seafood;2552824;2682115;6202;15703;4079; 1.050.646.264.685.700,00 ;2018-2021
Italy;2023;Meat & Seafood;4007557;4211339;8645;131648;350; 1.050.849.432.709.250,00 ;2022-2024
Canada;2023;Beverages;3824008;4020281;8128;126755;4773; 1.051.326.513.961.270,00 ;2022-2024
Australia;2020;Bakery Items;1826834;1920728;8037;11897;3059; 1.051.397.116.541.510,00 ;2018-2021
China;2022;Frozen Food;1997098;2099766;10095;18009;5756; 1.051.408.593.869.700,00 ;2022-2024
UK;2022;Meat & Seafood;1351964;1422121;4012;86001;6666; 1.051.892.653.946.410,00 ;2022-2024
India;2021;Fruits & Vegetables;2038531;2146714;13421;85605;4438; 1.053.069.097.305.850,00 ;2018-2021
Spain;2023;Meat & Seafood;511751;539238;4455;52132;5014; 1.053.711.668.369.970,00 ;2022-2024
Mexico;2024;Beverages;4207019;4437544;10324;112786;3638; 1.054.795.331.326.050,00 ;2022-2024
Turkey;2019;Beverages;3353192;3538681;11638;3149;6404; 1.055.317.142.591.300,00 ;2018-2021
USA;2021;Meat & Seafood;4873101;5145367;12789;128207;5597; 1.055.871.199.878.680,00 ;2018-2021
South Korea;2022;Beverages;318354;3361904;18604;108521;4081; 1.056.026.938.565.240,00 ;2022-2024
Australia;2022;Grains & Cereals;4645295;4908157;17689;47677;6028; 1.056.586.718.389.250,00 ;2022-2024
Italy;2024;Fruits & Vegetables;2514853;2658093;9684;137375;6178; 1.056.957.603.486.170,00 ;2022-2024
Turkey;2023;Prepared Food;747649;790323;4217;9686;5981; 1.057.077.585.872.510,00 ;2022-2024
Japan;2018;Bakery Items;2753423;2911052;16258;69346;6977; 1.057.248.377.746.540,00 ;2018-2021
China;2021;Dairy Products;2392365;2529674;12848;100148;4071; 1.057.394.670.127.680,00 ;2018-2021
Spain;2024;Frozen Food;381217;4031164;19879;60401;6825; 1.057.446.021.557.280,00 ;2022-2024
Spain;2024;Grains & Cereals;47739;504874;13716;138039;4647; 1.057.571.377.699.570,00 ;2022-2024
India;2021;Frozen Food;1003784;1061835;10795;119238;642; 1.057.832.163.094.850,00 ;2018-2021
Australia;2020;Meat & Seafood;3688378;3902834;1103;108836;3366; 1.058.143.715.204.890,00 ;2018-2021
Turkey;2024;Beverages;2882521;3050234;10712;53779;541; 1.058.182.750.446.570,00 ;2022-2024
Australia;2018;Beverages;1580924;1673104;12964;9123;625; 1.058.307.673.234.130,00 ;2018-2021
Japan;2023;Meat & Seafood;715342;757653;16184;77392;6805; 1.059.147.932.038.100,00 ;2022-2024
Saudi Arabia;2024;Bakery Items;3958184;4193082;10409;34277;3649; 1.059.344.891.495.700,00 ;2022-2024
South Korea;2018;Bakery Items;81366;86267;4104;130326;6143; 1.060.234.004.375.290,00 ;2018-2021
Argentina;2020;Prepared Food;4112147;436067;7956;64419;4993; 1.060.436.312.223.270,00 ;2018-2021
Saudi Arabia;2020;Grains & Cereals;3643274;3864008;1606;79029;4247; 1.060.586.714.037.980,00 ;2018-2021
Turkey;2018;Beverages;484022;5134481;11882;3210;6659; 1.060.794.963.865.280,00 ;2018-2021
Japan;2019;Dairy Products;3136578;3329007;1015;135614;5229; 1.061.349.980.775.230,00 ;2018-2021
Indonesia;2023;Fruits & Vegetables;2127919;2260489;16058;36246;3414; 1.062.300.303.723.970,00 ;2022-2024
Argentina;2020;Frozen Food;3992099;4241575;5135;112743;5738; 1.062.492.438.188.530,00 ;2018-2021
Saudi Arabia;2018;Prepared Food;3850789;4094562;2123;135085;6857; 1.063.304.688.987.110,00 ;2018-2021
UK;2018;Prepared Food;1650939;1757251;2401;89333;6224; 1.064.394.868.617.190,00 ;2018-2021
India;2019;Frozen Food;2397763;255261;5849;108048;6416; 1.064.579.777.067.210,00 ;2018-2021
China;2021;Meat & Seafood;4712975;5017746;12412;127924;5549; 1.064.666.373.150.720,00 ;2018-2021
Mexico;2018;Bakery Items;4371887;4654615;6386;30283;3034; 1.064.669.558.019.230,00 ;2018-2021
Germany;2024;Prepared Food;732268;779837;8985;24095;5405; 1.064.961.189.072.850,00 ;2022-2024
Indonesia;2023;Fruits & Vegetables;1803141;1921543;8546;36547;3696; 1.065.664.304.677.230,00 ;2022-2024
India;2020;Dairy Products;436447;465261;16933;26781;5178; 1.066.019.470.863.590,00 ;2018-2021
China;2022;Fruits & Vegetables;4429193;4722204;7022;9998;5039; 1.066.154.489.090.900,00 ;2022-2024
South Africa;2020;Fruits & Vegetables;3346135;3571409;8309;38641;4057; 1.067.323.643.546.960,00 ;2018-2021
France;2020;Beverages;4664308;4978597;341;13107;4843; 1.067.381.699.493.260,00 ;2018-2021
Australia;2022;Frozen Food;491452;5248315;19837;43064;4806; 1.067.920.163.108.500,00 ;2022-2024
UK;2023;Prepared Food;756496;808002;8493;62285;4972; 1.068.084.960.131.980,00 ;2022-2024
Australia;2019;Prepared Food;4025745;4299894;14547;9226;3033; 1.068.098.948.145.000,00 ;2018-2021
Germany;2022;Fruits & Vegetables;7749;82801;9807;103816;5779; 1.068.537.875.854.950,00 ;2022-2024
South Korea;2018;Frozen Food;100476;107382;11415;13692;6571; 1.068.732.831.721.010,00 ;2018-2021
Canada;2018;Bakery Items;4934191;5277519;10629;90636;5887; 1.069.581.416.690.190,00 ;2018-2021
Turkey;2019;Meat & Seafood;884811;946459;13191;62511;431; 1.069.673.636.516.720,00 ;2018-2021
Indonesia;2023;Meat & Seafood;4821619;5159384;15114;35304;5675; 1.070.052.196.160.670,00 ;2022-2024
Saudi Arabia;2021;Prepared Food;1352077;1447932;16171;88731;5337; 1.070.894.631.001.040,00 ;2018-2021
Japan;2018;Dairy Products;598365;640936;10306;85021;3238; 1.071.145.538.258.420,00 ;2018-2021
Saudi Arabia;2019;Beverages;2982795;3197055;10281;12354;6668; 1.071.831.956.269.200,00 ;2018-2021
India;2024;Prepared Food;91716;98312;15118;24165;5507; 1.071.917.658.859.960,00 ;2022-2024
