Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change on land","854","Burkina Faso","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.127","E","Estimated value"
"ET","Temperature change on land","854","Burkina Faso","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.055","E","Estimated value"
"ET","Temperature change on land","854","Burkina Faso","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.026","E","Estimated value"
"ET","Temperature change on land","854","Burkina Faso","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.611","E","Estimated value"
"ET","Temperature change on land","854","Burkina Faso","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.784","E","Estimated value"
"ET","Temperature change on land","854","Burkina Faso","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.45","E","Estimated value"
"ET","Temperature change on land","854","Burkina Faso","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.437","E","Estimated value"
"ET","Temperature change on land","108","Burundi","7271","Temperature change","7020","Meteorological year","2018","2018","°C","","O","Missing value"
"ET","Temperature change on land","108","Burundi","7271","Temperature change","7020","Meteorological year","2019","2019","°C","","O","Missing value"
"ET","Temperature change on land","108","Burundi","7271","Temperature change","7020","Meteorological year","2020","2020","°C","","O","Missing value"
"ET","Temperature change on land","108","Burundi","7271","Temperature change","7020","Meteorological year","2021","2021","°C","","O","Missing value"
"ET","Temperature change on land","108","Burundi","7271","Temperature change","7020","Meteorological year","2022","2022","°C","","O","Missing value"
"ET","Temperature change on land","108","Burundi","7271","Temperature change","7020","Meteorological year","2023","2023","°C","","O","Missing value"
"ET","Temperature change on land","108","Burundi","7271","Temperature change","7020","Meteorological year","2024","2024","°C","","O","Missing value"
"ET","Temperature change on land","132","Cabo Verde","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.702","E","Estimated value"
"ET","Temperature change on land","132","Cabo Verde","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.39","E","Estimated value"
"ET","Temperature change on land","132","Cabo Verde","7271","Temperature change","7020","Meteorological year","2020","2020","°C","","O","Missing value"
"ET","Temperature change on land","132","Cabo Verde","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.493","E","Estimated value"
"ET","Temperature change on land","132","Cabo Verde","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.581","E","Estimated value"
"ET","Temperature change on land","132","Cabo Verde","7271","Temperature change","7020","Meteorological year","2023","2023","°C","2.541","E","Estimated value"
"ET","Temperature change on land","132","Cabo Verde","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.33","E","Estimated value"
"ET","Temperature change on land","116","Cambodia","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.756","E","Estimated value"
"ET","Temperature change on land","116","Cambodia","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.529","E","Estimated value"
"ET","Temperature change on land","116","Cambodia","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.401","E","Estimated value"
"ET","Temperature change on land","116","Cambodia","7271","Temperature change","7020","Meteorological year","2021","2021","°C","0.887","E","Estimated value"
"ET","Temperature change on land","116","Cambodia","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.902","E","Estimated value"
"ET","Temperature change on land","116","Cambodia","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.32","E","Estimated value"
"ET","Temperature change on land","116","Cambodia","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.001","E","Estimated value"
"ET","Temperature change on land","120","Cameroon","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.006","E","Estimated value"
"ET","Temperature change on land","120","Cameroon","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.411","E","Estimated value"
"ET","Temperature change on land","120","Cameroon","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.083","E","Estimated value"
"ET","Temperature change on land","120","Cameroon","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.225","E","Estimated value"
"ET","Temperature change on land","120","Cameroon","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.804","E","Estimated value"
"ET","Temperature change on land","120","Cameroon","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.081","E","Estimated value"
"ET","Temperature change on land","120","Cameroon","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.407","E","Estimated value"
"ET","Temperature change on land","124","Canada","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.499","E","Estimated value"
"ET","Temperature change on land","124","Canada","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.304","E","Estimated value"
"ET","Temperature change on land","124","Canada","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.13","E","Estimated value"
"ET","Temperature change on land","124","Canada","7271","Temperature change","7020","Meteorological year","2021","2021","°C","2.524","E","Estimated value"
"ET","Temperature change on land","124","Canada","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.256","E","Estimated value"
"ET","Temperature change on land","124","Canada","7271","Temperature change","7020","Meteorological year","2023","2023","°C","2.345","E","Estimated value"
"ET","Temperature change on land","124","Canada","7271","Temperature change","7020","Meteorological year","2024","2024","°C","3.359","E","Estimated value"
"ET","Temperature change on land","136","Cayman Islands","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.974","E","Estimated value"
"ET","Temperature change on land","136","Cayman Islands","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.375","E","Estimated value"
"ET","Temperature change on land","136","Cayman Islands","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.444","E","Estimated value"
"ET","Temperature change on land","136","Cayman Islands","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.152","E","Estimated value"
"ET","Temperature change on land","136","Cayman Islands","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.198","E","Estimated value"
"ET","Temperature change on land","136","Cayman Islands","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.76","E","Estimated value"
"ET","Temperature change on land","136","Cayman Islands","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.802","E","Estimated value"
"ET","Temperature change on land","140","Central African Republic","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.925","E","Estimated value"
"ET","Temperature change on land","140","Central African Republic","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.143","E","Estimated value"
"ET","Temperature change on land","140","Central African Republic","7271","Temperature change","7020","Meteorological year","2020","2020","°C","0.804","E","Estimated value"
"ET","Temperature change on land","140","Central African Republic","7271","Temperature change","7020","Meteorological year","2021","2021","°C","0.949","E","Estimated value"
"ET","Temperature change on land","140","Central African Republic","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.711","E","Estimated value"
"ET","Temperature change on land","140","Central African Republic","7271","Temperature change","7020","Meteorological year","2023","2023","°C","0.899","E","Estimated value"
"ET","Temperature change on land","140","Central African Republic","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.345","E","Estimated value"
